window_index,split,n_samples,t_window,M_r0_c0,M_r0_c1,M_r0_c2,M_r1_c0,M_r1_c1,M_r1_c2,M_r2_c0,M_r2_c1,M_r2_c2,score_mean_-1,score_mean_0,score_mean_1
71,test,144,1459900800.0,0.12882423057147377,0.8655581255559546,0.005617643872571689,0.011449539294666912,0.9282979740569096,0.060252486648423524,0.006011851798966012,0.8407679550153351,0.15322019318569902,0.048761873888368897,0.8782080182093998,0.07303010790223141
72,test,144,1459987200.0,0.12589161727825224,0.8688555655460918,0.005252817175656099,0.01079422017337062,0.9310576437146534,0.05814813611197605,0.005630451544427255,0.8441736351441549,0.150195913311418,0.04743876299868336,0.8813622814682999,0.0711989555330167
73,test,144,1460073600.0,0.12301309122474757,0.8720757312742903,0.004911177500962113,0.010175195558134533,0.933714212069512,0.05611059237235353,0.005272732783900751,0.8475103211151676,0.14721694610093172,0.04615367318892762,0.8844334214863233,0.06941290532474913
74,test,144,1460160000.0,0.12018836746746205,0.8752203336964617,0.004591298836076242,0.009590572739872181,0.9362711794837703,0.05413824777635762,0.004937271883103674,0.8507793716735476,0.1442833564433488,0.04490540403014596,0.8874236282845932,0.06767096768526089
75,test,144,1460246400.0,0.11741711342108373,0.8782910482875769,0.004291838291339399,0.009038546289748971,0.9387319617774583,0.05222949193279258,0.004622726433248149,0.8539821154781329,0.14139515808861905,0.04369279538136029,0.8903350418477227,0.06597216277091703
76,test,144,1460332800.0,0.11469895272240668,0.8812895155704282,0.004011531707164961,0.008517395166592489,0.9410998889525107,0.05038271588089693,0.00432783103793527,0.8571198518974875,0.1385523170645772,0.042514726308978144,0.8931697521401422,0.0643155215508797
77,test,144,1460419200.0,0.11203346887707713,0.8842173416762962,0.003749189446626763,0.008025479800033425,0.9433782043179236,0.048596315882043016,0.004051393275610971,0.8601938518082606,0.13575475491612843,0.04137011398424051,0.8959297992674934,0.06270008674826606
78,test,144,1460505600.0,0.10942020869864667,0.8870760989305688,0.00350369237078454,0.007561239165940003,0.9455700639784921,0.04686869685556793,0.0037922898350628803,0.8632053583908302,0.13300235177410694,0.040257912566549856,0.8986171737666303,0.061124913666819804
79,test,144,1460592000.0,0.10685868554925947,0.8898673264572236,0.003273987993517041,0.007123187868787357,0.947678536651867,0.04519827547934565,0.0035494628208167104,0.8661555879179472,0.13029494926123614,0.039177112079621185,0.9012338170090126,0.05958907091136628
80,test,144,1460678400.0,0.10434838239111158,0.8925925307968341,0.0030590868120543876,0.006709913243820609,0.949706603780848,0.04358348297533139,0.0033219162247763484,0.8690457305327471,0.12763235324247643,0.03812673728656951,0.9037816217034763,0.058091641009954065
81,test,144,1460764800.0,0.10188875465759768,0.8952531865334747,0.0028580588089275934,0.006320072490222733,0.9516571599099531,0.042022767599824117,0.003108712560031925,0.8718769510130885,0.12501433642687942,0.03710584656928411,0.9062624324855055,0.05663172094521038
