chunk_idx,timestamp,true_0_pred_0,true_0_pred_1,true_1_pred_0,true_1_pred_1,accuracy,f1_macro
242,,9,2,14,23,0.6666666666666666,0.6356736242884251
243,,12,0,9,27,0.8125,0.7922077922077921
244,,14,0,6,28,0.875,0.8633776091081593
245,,13,0,22,13,0.5416666666666666,0.5416666666666666
246,,10,1,13,24,0.7083333333333334,0.6812144212523719
247,,12,0,8,28,0.8333333333333334,0.8125
248,,12,0,8,28,0.8333333333333334,0.8125
249,,11,2,11,24,0.7291666666666666,0.7077283372365339
250,,12,0,10,26,0.7916666666666666,0.7722960151802657
251,,12,0,8,28,0.8333333333333334,0.8125
252,,11,1,9,27,0.7916666666666666,0.765625
253,,13,1,9,25,0.7916666666666666,0.7777777777777778
254,,12,0,10,26,0.7916666666666666,0.7722960151802657
255,,13,0,10,25,0.7916666666666666,0.7777777777777778
256,,10,2,13,23,0.6875,0.6627634660421545
257,,13,0,8,27,0.8333333333333334,0.8178368121442126
258,,12,0,9,27,0.8125,0.7922077922077921
259,,12,1,12,23,0.7291666666666666,0.7141548327989007
260,,12,1,17,18,0.625,0.6190476190476191
261,,12,0,12,24,0.75,0.7333333333333334
262,,11,0,9,28,0.8125,0.7856079404466502
263,,10,1,22,15,0.5208333333333334,0.515577007459412
264,,12,0,9,27,0.8125,0.7922077922077921
265,,12,0,8,28,0.8333333333333334,0.8125
266,,13,1,10,24,0.7708333333333334,0.7581310123683005
267,,15,1,20,12,0.5625,0.5607843137254902
268,,13,0,9,26,0.8125,0.7976580796252928
269,,14,0,8,26,0.8333333333333334,0.8222222222222222
270,,11,2,18,17,0.5833333333333334,0.5767195767195767
271,,13,0,11,24,0.7708333333333334,0.7581310123683005
272,,12,0,10,26,0.7916666666666666,0.7722960151802657
273,,11,1,13,23,0.7083333333333334,0.6888888888888889
274,,14,0,14,20,0.7083333333333334,0.7037037037037037
275,,15,0,14,19,0.7083333333333334,0.7062937062937062
276,,12,0,11,25,0.7708333333333334,0.7526932084309134
277,,12,1,14,21,0.6875,0.6761133603238867
